article_heading,img_src,altText,article_url
"In North Carolina Town Hall, Trump Makes a Series of Promises to Appeal to Veterans","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-north-carolina1-whfj/04election-live-trump-north-carolina1-whfj-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Donald J. Trump, wearing a blue suit and red tie, is speaking into a microphone while standing in front of a group people.","https://www.nytimes.com/2024/10/04/us/politics/trump-town-hall-promises-veterans.html"
"In North Carolina Town Hall, Trump Makes a Series of Promises to Appeal to Veterans","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-north-carolina1-whfj/04election-live-trump-north-carolina1-whfj-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Donald J. Trump, wearing a blue suit and red tie, is speaking into a microphone while standing in front of a group people.","https://www.nytimes.com/2024/10/04/us/politics/trump-town-hall-promises-veterans.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"Aides Say Trump Resisted Sending Federal Funds After California Wildfires","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-wildfires1-wmlp/04election-live-trump-wildfires1-wmlp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A handful of people are standing near Donald J. Trump as he surveys a smoldering landscape in the aftermath of the Camp Fire in Paradise, Calif., in 2018.","https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html"
"It’s Not World War III. But Foreign Conflicts May Get Uglier Before Election Day.","https://static01.nyt.com/images/2024/11/03/multimedia/03-pol-on-politics-newsletter-israel-topitem-zmpq/03-pol-on-politics-newsletter-israel-topitem-zmpq-articleLarge.jpg?quality=75&auto=webp&disable=upscale","No alt attribute","https://www.nytimes.com/2024/10/04/us/politics/election-israel-iran.html"
"It’s Not World War III. But Foreign Conflicts May Get Uglier Before Election Day.","https://static01.nyt.com/images/2024/11/03/multimedia/03-pol-on-politics-newsletter-israel-topitem-zmpq/03-pol-on-politics-newsletter-israel-topitem-zmpq-articleLarge.jpg?quality=75&auto=webp&disable=upscale","No alt attribute","https://www.nytimes.com/2024/10/04/us/politics/election-israel-iran.html"
"It’s Not World War III. But Foreign Conflicts May Get Uglier Before Election Day.","https://static01.nyt.com/images/2024/11/03/multimedia/03-pol-on-politics-newsletter-israel-topitem-zmpq/03-pol-on-politics-newsletter-israel-topitem-zmpq-articleLarge.jpg?quality=75&auto=webp&disable=upscale","No alt attribute","https://www.nytimes.com/2024/10/04/us/politics/election-israel-iran.html"
"It’s Not World War III. But Foreign Conflicts May Get Uglier Before Election Day.","https://static01.nyt.com/images/2024/11/03/multimedia/03-pol-on-politics-newsletter-israel-topitem-zmpq/03-pol-on-politics-newsletter-israel-topitem-zmpq-articleLarge.jpg?quality=75&auto=webp&disable=upscale","No alt attribute","https://www.nytimes.com/2024/10/04/us/politics/election-israel-iran.html"
"It’s Not World War III. But Foreign Conflicts May Get Uglier Before Election Day.","https://static01.nyt.com/images/2024/11/03/multimedia/03-pol-on-politics-newsletter-israel-topitem-zmpq/03-pol-on-politics-newsletter-israel-topitem-zmpq-articleLarge.jpg?quality=75&auto=webp&disable=upscale","No alt attribute","https://www.nytimes.com/2024/10/04/us/politics/election-israel-iran.html"
"It’s Not World War III. But Foreign Conflicts May Get Uglier Before Election Day.","https://static01.nyt.com/images/2024/11/03/multimedia/03-pol-on-politics-newsletter-israel-topitem-zmpq/03-pol-on-politics-newsletter-israel-topitem-zmpq-articleLarge.jpg?quality=75&auto=webp&disable=upscale","No alt attribute","https://www.nytimes.com/2024/10/04/us/politics/election-israel-iran.html"
"Reporter Asks Biden if He Would Reconsider Dropping Out of the Race","https://static01.nyt.com/images/2024/10/04/multimedia/04dc-scene-khft/04dc-scene-khft-articleLarge.jpg?quality=75&auto=webp&disable=upscale","President Biden at a podium in the White House briefing room. Reporters sit in front of him.","https://www.nytimes.com/2024/10/04/us/politics/biden-drop-out-2024-election.html"
"Reporter Asks Biden if He Would Reconsider Dropping Out of the Race","https://static01.nyt.com/images/2024/10/04/multimedia/04dc-scene-khft/04dc-scene-khft-articleLarge.jpg?quality=75&auto=webp&disable=upscale","President Biden at a podium in the White House briefing room. Reporters sit in front of him.","https://www.nytimes.com/2024/10/04/us/politics/biden-drop-out-2024-election.html"
"Reporter Asks Biden if He Would Reconsider Dropping Out of the Race","https://static01.nyt.com/images/2024/10/04/multimedia/04dc-scene-khft/04dc-scene-khft-articleLarge.jpg?quality=75&auto=webp&disable=upscale","President Biden at a podium in the White House briefing room. Reporters sit in front of him.","https://www.nytimes.com/2024/10/04/us/politics/biden-drop-out-2024-election.html"
"Reporter Asks Biden if He Would Reconsider Dropping Out of the Race","https://static01.nyt.com/images/2024/10/04/multimedia/04dc-scene-khft/04dc-scene-khft-articleLarge.jpg?quality=75&auto=webp&disable=upscale","President Biden at a podium in the White House briefing room. Reporters sit in front of him.","https://www.nytimes.com/2024/10/04/us/politics/biden-drop-out-2024-election.html"
"Reporter Asks Biden if He Would Reconsider Dropping Out of the Race","https://static01.nyt.com/images/2024/10/04/multimedia/04dc-scene-khft/04dc-scene-khft-articleLarge.jpg?quality=75&auto=webp&disable=upscale","President Biden at a podium in the White House briefing room. Reporters sit in front of him.","https://www.nytimes.com/2024/10/04/us/politics/biden-drop-out-2024-election.html"
"Reporter Asks Biden if He Would Reconsider Dropping Out of the Race","https://static01.nyt.com/images/2024/10/04/multimedia/04dc-scene-khft/04dc-scene-khft-articleLarge.jpg?quality=75&auto=webp&disable=upscale","President Biden at a podium in the White House briefing room. Reporters sit in front of him.","https://www.nytimes.com/2024/10/04/us/politics/biden-drop-out-2024-election.html"
"Reporter Asks Biden if He Would Reconsider Dropping Out of the Race","https://static01.nyt.com/images/2024/10/04/multimedia/04dc-scene-khft/04dc-scene-khft-articleLarge.jpg?quality=75&auto=webp&disable=upscale","President Biden at a podium in the White House briefing room. Reporters sit in front of him.","https://www.nytimes.com/2024/10/04/us/politics/biden-drop-out-2024-election.html"
"Reporter Asks Biden if He Would Reconsider Dropping Out of the Race","https://static01.nyt.com/images/2024/10/04/multimedia/04dc-scene-khft/04dc-scene-khft-articleLarge.jpg?quality=75&auto=webp&disable=upscale","President Biden at a podium in the White House briefing room. Reporters sit in front of him.","https://www.nytimes.com/2024/10/04/us/politics/biden-drop-out-2024-election.html"
"Reporter Asks Biden if He Would Reconsider Dropping Out of the Race","https://static01.nyt.com/images/2024/10/04/multimedia/04dc-scene-khft/04dc-scene-khft-articleLarge.jpg?quality=75&auto=webp&disable=upscale","President Biden at a podium in the White House briefing room. Reporters sit in front of him.","https://www.nytimes.com/2024/10/04/us/politics/biden-drop-out-2024-election.html"
"Reporter Asks Biden if He Would Reconsider Dropping Out of the Race","https://static01.nyt.com/images/2024/10/04/multimedia/04dc-scene-khft/04dc-scene-khft-articleLarge.jpg?quality=75&auto=webp&disable=upscale","President Biden at a podium in the White House briefing room. Reporters sit in front of him.","https://www.nytimes.com/2024/10/04/us/politics/biden-drop-out-2024-election.html"
"Reporter Asks Biden if He Would Reconsider Dropping Out of the Race","https://static01.nyt.com/images/2024/10/04/multimedia/04dc-scene-khft/04dc-scene-khft-articleLarge.jpg?quality=75&auto=webp&disable=upscale","President Biden at a podium in the White House briefing room. Reporters sit in front of him.","https://www.nytimes.com/2024/10/04/us/politics/biden-drop-out-2024-election.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
"Trump Falsely Promotes Endorsement From Banker Who Hasn’t Endorsed Him","https://static01.nyt.com/images/2024/10/04/multimedia/04election-live-trump-dimon-wzpk/04election-live-trump-dimon-wzpk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Jamie Dimon, wearing a dark suit jacket and blue dress shirt, is gesturing with his right hand.","https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html"
